Customer_ID,Age,Years_in_Business,Monthly_MPesa_Inflow,Airtime_Spend,Loan_Amount_Requested,Default_Status,Region
1006,20.0,3,5000000.0,,2000,1,nairobi
1007,39.0,8,59217.0,279.0,10000,0,Nairobi
1008,70.0,5,20272.0,335.0,5000,1,mombasa
1009,19.0,1,7520.0,378.0,50000,0,MSA
1010,47.0,0,4767.0,394.0,10000,0,MSA
1011,-25.0,4,5375.0,,5000,0,NRB
1012,19.0,8,19571.0,745.0,20000,0,MSA
1013,81.0,5,28432.0,448.0,20000,1,nairobi
1014,77.0,9,13745.0,571.0,5000,1,Mombasa
1015,38.0,11,13969.0,386.0,2000,0,Mombasa
1016,50.0,6,17195.0,136.0,5000,1,Mombasa
1017,75.0,4,24616.0,554.0,KES 5000,0,mombasa
1018,39.0,9,64735.0,118.0,2000,1,nairobi
1019,66.0,5,3701.0,486.0,2000,1,MSA
1020,76.0,4,40615.0,226.0,10000,1,nairobi
